EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 11-07-2026
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
 5401,VASTRA_NY                               ,SE  ,+58:39:00,+015:03:00,  120
 5402,OXELOSUND                               ,SE  ,+58:40:48,+017:07:12,   10
 5403,KOLMARDEN-STROMSFORS                    ,SE  ,+58:41:24,+016:18:35,  153
 5404,NAVEN_A                                 ,SE  ,+58:42:00,+013:06:36,   53
 5405,MARIESTAD                               ,SE  ,+58:42:36,+013:49:12,   50
 5406,FINSPANG 1                              ,SE  ,+58:42:36,+015:49:12,   41
 5407,KETTSTAKA_A                             ,SE  ,+58:43:12,+015:01:48,  225
 5408,STAVSJO                                 ,SE  ,+58:43:48,+016:22:12,   60
 5409,LANDSORT_A                              ,SE  ,+58:44:24,+017:52:12,   18
 5410,SIMONSTORP_O                            ,SE  ,+58:46:48,+016:07:48,   65
 5411,ODEBYN                                  ,SE  ,+58:46:48,+012:10:48,  150
 5412,NYKOPINGS_FLYGPLATS                     ,SE  ,+58:46:48,+016:55:12,   42
 5413,LURO 1                                  ,SE  ,+58:47:24,+013:15:00,   55
 5414,ALGARAS                                 ,SE  ,+58:47:24,+014:19:12,  145
 5415,GODEGARD                                ,SE  ,+58:47:24,+015:10:12,  135
 5416,LURO                                    ,SE  ,+58:48:00,+013:15:00,   55
 5417,ZINKGRUVAN                              ,SE  ,+58:48:36,+015:07:48,  215
 5418,URSHOLMEN                               ,SE  ,+58:49:48,+011:00:00,    6
 5419,KARNSKOGEN                              ,SE  ,+58:51:00,+015:16:48,  215
 5420,MARIEDAMM                               ,SE  ,+58:51:00,+015:09:36,  215
 5421,GARDSJO_A                               ,SE  ,+58:52:48,+014:23:24,  211
 5422,ASKERSUND                               ,SE  ,+58:52:48,+014:54:00,  100
 5423,AKERSHUS                                ,SE  ,+58:54:00,+013:15:00,   50
 5424,TROSA                                   ,SE  ,+58:54:00,+017:34:12,    5
 5425,BASTORP                                 ,SE  ,+58:54:00,+012:02:24,  150
 5426,STROMSTAD                               ,SE  ,+58:55:48,+011:12:00,   20
 5427,HUVUDSKAR_OST_A                         ,SE  ,+58:55:48,+019:10:48,    4
 5428,UTO                                     ,SE  ,+58:57:00,+018:16:12,   40
 5429,SNAVLUNDA                               ,SE  ,+58:58:12,+014:54:00,  135
 5430,STABBO                                  ,SE  ,+58:58:12,+018:27:00,   40
 5431,RIPSA                                   ,SE  ,+58:58:48,+016:55:12,   40
 5432,VALLA                                   ,SE  ,+59:01:12,+016:22:12,   50
 5433,HOGSJO                                  ,SE  ,+59:01:48,+015:41:24,   69
 5434,STRANGSTORP                             ,SE  ,+59:03:00,+016:13:11,   62
 5435,AMAL                                    ,SE  ,+59:03:00,+012:42:00,   60
 5436,FLODA_A                                 ,SE  ,+59:03:36,+016:23:59,   19
 5437,FLODAFORS                               ,SE  ,+59:04:12,+016:22:12,   50
 5439,ATORP                                   ,SE  ,+59:06:00,+014:22:12,  105
 5440,RIKSTEN                                 ,SE  ,+59:10:48,+017:55:12,   45
 5441,SAFFLE                                  ,SE  ,+59:08:24,+012:56:24,   50
 5442,DUNKER                                  ,SE  ,+59:11:24,+016:54:36,   35
 5443,ALMAGRUNDET_A                           ,SE  ,+59:09:36,+019:07:48,    3
 5444,SODERTALJE                              ,SE  ,+59:11:24,+017:37:48,   40
 5445,STORMYRA                                ,SE  ,+59:12:00,+018:19:48,   30
 5446,BREDVIKEN                               ,SE  ,+59:13:12,+011:59:24,  100
 5447,BLOMSKOG_A                              ,SE  ,+59:13:12,+012:04:48,  170
 5448,OREBRO_A                                ,SE  ,+59:13:48,+015:03:00,   53
 5449,DEGERFORS                               ,SE  ,+59:13:48,+014:27:00,  100
 5450,EKLANGEN                                ,SE  ,+59:14:24,+016:45:00,   35
 5451,AKERS_STYCKEBRUK                        ,SE  ,+59:15:00,+017:05:24,   20
 5452,MARIEFRED                               ,SE  ,+59:16:12,+017:13:48,    5
 5453,OREBRO_AUT                              ,SE  ,+59:16:12,+015:16:12,   23
 5454,OREBRO                                  ,SE  ,+59:15:36,+015:15:36,   31
 5455,VILLINGSBERG                            ,SE  ,+59:16:48,+014:42:00,  148
 5456,BLOMSKOG                                ,SE  ,+59:17:24,+012:03:00,  170
 5457,SANDHAMN                                ,SE  ,+59:17:24,+018:55:12,   10
 5458,STAVSNAS_A                              ,SE  ,+59:18:00,+018:42:36,   16
 5459,LENNARTSFORS                            ,SE  ,+59:18:00,+011:55:48,  170
 5460,NYCKLEBY                                ,SE  ,+59:18:00,+017:43:11,   25
 5461,KRISTINEHAMN                            ,SE  ,+59:18:36,+014:06:00,   82
 5462,GUSTAVSBERG                             ,SE  ,+59:19:12,+018:22:12,   10
 5463,VINGAKER                                ,SE  ,+59:19:48,+015:57:36,   60
 5464,STOCKHOLM_A                             ,SE  ,+59:20:24,+018:03:35,   44
 5465,VARTAN                                  ,SE  ,+59:21:00,+018:06:00,   20
 5466,ESKILSTUNA_MO                           ,SE  ,+59:22:48,+016:27:00,   15
 5467,ADELSO_A                                ,SE  ,+59:21:36,+017:31:12,    6
 5468,KARLSTAD_AUT                            ,SE  ,+59:21:36,+013:28:12,   46
 5469,ULVHALL                                 ,SE  ,+59:21:36,+017:02:24,   15
 5470,BECKOMBERGA                             ,SE  ,+59:22:12,+017:54:59,   15
 5471,ESKILSTUNA                              ,SE  ,+59:23:24,+016:27:36,    8
 5473,LYCKAS                                  ,SE  ,+59:24:00,+017:40:12,   15
 5474,STRANGNAS                               ,SE  ,+59:24:00,+017:03:35,   15
 5475,BARKARBY                                ,SE  ,+59:25:12,+017:52:48,   17
 5476,ROSKAR                                  ,SE  ,+59:25:12,+018:10:12,   15
 5477,SVENSKA_HOGARNA_A                       ,SE  ,+59:26:24,+019:30:36,   12
 5478,HUSARO                                  ,SE  ,+59:30:36,+018:50:24,   10
 5479,KOPING                                  ,SE  ,+59:31:48,+016:01:12,   15
 5480,FELLINGSBRO-FINNAKER                    ,SE  ,+59:31:48,+015:35:24,   85
 5481,SVENSKA_BJORN                           ,SE  ,+59:33:00,+020:01:12,    1
 5482,LINDESBERG                              ,SE  ,+59:35:24,+015:14:24,   85
 5483,SUTTERHOJDEN                            ,SE  ,+59:34:48,+013:55:48,   93
 5484,VASTERAS-HASSLO                         ,SE  ,+59:35:24,+016:37:48,   10
 5485,DJURSKOG                                ,SE  ,+59:36:36,+011:55:48,  125
 5486,ASPHYTTAN                               ,SE  ,+59:36:36,+014:11:24,  130
 5487,MOLKOM                                  ,SE  ,+59:37:12,+013:45:00,   93
 5488,VASTERAS                                ,SE  ,+59:37:12,+016:33:00,   10
 5489,ASKE                                    ,SE  ,+59:37:12,+017:39:59,   15
 5490,STOCKHOLM-ARLANDA                       ,SE  ,+59:37:48,+017:57:00,   42
 5491,GRONBO                                  ,SE  ,+59:38:24,+015:25:12,   85
 5492,ENKOPING_MO                             ,SE  ,+59:39:36,+017:06:36,   26
 5493,ARLANDA                                 ,SE  ,+59:39:36,+017:57:00,   26
 5494,KARSTA                                  ,SE  ,+59:39:36,+018:16:12,   20
 5495,DAGLOSEN_A                              ,SE  ,+59:39:36,+014:10:48,  133
 5496,ARVIKA                                  ,SE  ,+59:40:12,+012:35:24,   66
 5497,VINGAKER                                ,SE  ,+59:40:12,+015:57:36,   67
 5498,ARVIKA_A                                ,SE  ,+59:40:12,+012:38:24,   66
 5499,GAMMELKROPPA                            ,SE  ,+59:40:48,+014:19:12,  200
 5500,FILIPSTAD                               ,SE  ,+59:43:12,+014:10:12,  141
 5501,PERSBERG                                ,SE  ,+59:45:00,+014:14:24,  200
 5502,UTTERSBERG                              ,SE  ,+59:45:00,+015:40:12,   95
 5503,NORRTALJE                               ,SE  ,+59:46:12,+018:39:00,   15
 5504,SODERARM                                ,SE  ,+59:45:00,+019:24:36,   15
 5505,RIDDARHYTTAN                            ,SE  ,+59:48:36,+015:33:36,  155
 5506,ULTUNA                                  ,SE  ,+59:48:36,+017:39:59,   15
 5507,SVANBERGA_A                             ,SE  ,+59:49:48,+018:37:48,   15
 5508,SKINNSKATTEBERG                         ,SE  ,+59:49:48,+015:40:48,  113
 5509,SUNNE                                   ,SE  ,+59:51:00,+013:10:12,  110
 5510,NORRTALJE-VASBY                         ,SE  ,+59:51:00,+018:43:48,   15
 5511,UPPSALA_AUT                             ,SE  ,+59:51:36,+017:37:48,   13
 5512,HANGSTAD                                ,SE  ,+59:51:36,+011:58:12,  130
 5513,SUNNE_A                                 ,SE  ,+59:51:36,+013:07:12,  110
 5514,KLOTEN                                  ,SE  ,+59:52:12,+015:15:00,  285
 5515,KLOTEN_A                                ,SE  ,+59:52:12,+015:15:36,  289
 5516,HOGSATER                                ,SE  ,+59:52:48,+011:58:12,  130
 5517,UPPSALA_FLYGPLATS                       ,SE  ,+59:54:00,+017:35:24,   21
 5518,SALA                                    ,SE  ,+59:54:00,+016:39:36,   60
 5519,SALA_A                                  ,SE  ,+59:54:36,+016:41:24,   57
 5520,STALLDALEN                              ,SE  ,+59:57:00,+014:57:00,  205
 5521,FORSHULT                                ,SE  ,+59:57:36,+013:31:48,  125
 5522,STANGFALLET                             ,SE  ,+59:57:00,+014:52:48,  205
 5523,EDEBACK                                 ,SE  ,+60:04:12,+013:33:00,  155
 5524,BROVALLEN                               ,SE  ,+60:06:00,+016:18:35,  100
 5525,TORSBY                                  ,SE  ,+60:08:24,+013:00:36,   80
 5526,SKEPPSMORA_V                            ,SE  ,+60:06:36,+015:07:12,  240
 5527,SONNBO                                  ,SE  ,+60:07:12,+016:16:48,   89
 5528,FREDRIKSBERG                            ,SE  ,+60:08:24,+014:24:00,  305
 5529,AVESTA                                  ,SE  ,+60:08:24,+016:10:12,  100
 5530,GUSTAVSFORS                             ,SE  ,+60:09:00,+013:48:00,  190
 5531,GUSTAVSFORS_A                           ,SE  ,+60:09:00,+013:48:00,  187
 5532,SINGO                                   ,SE  ,+60:09:36,+018:44:24,   12
 5533,FOLKARNA                                ,SE  ,+60:10:12,+016:18:35,   68
 5534,RISINGE                                 ,SE  ,+60:10:48,+018:13:48,   15
 5535,LEJEN                                   ,SE  ,+60:12:00,+014:24:00,  340
 5536,DANNEMORA                               ,SE  ,+60:12:00,+017:54:59,   33
 5537,FILMS_KYRKBY                            ,SE  ,+60:14:24,+017:54:36,   39
 5538,KERSTINBO_A                             ,SE  ,+60:16:12,+016:58:48,   56
 5539,UNDERSTEN                               ,SE  ,+60:16:48,+018:55:12,   12
 5540,VASBY                                   ,SE  ,+60:18:00,+017:25:48,   35
 5541,OSTMARK-LAMBACKEN                       ,SE  ,+60:18:36,+012:42:00,  160
 5542,OSTMARK-RANNBERG                        ,SE  ,+60:19:48,+012:40:48,  160
 5543,RAMSHYTTAN                              ,SE  ,+60:19:48,+015:12:00,  260
 5544,OREGRUND                                ,SE  ,+60:19:48,+018:25:48,    7
 5545,OSTMARK-ROJDASEN                        ,SE  ,+60:21:00,+012:39:00,  308
 5546,IDKERBERGET                             ,SE  ,+60:22:48,+015:13:48,  260
 5547,STORA_SPANSBERGET_A                     ,SE  ,+60:22:48,+015:08:24,  492
 5548,UNTRA                                   ,SE  ,+60:26:24,+017:20:24,   35
 5549,STJARNSUND                              ,SE  ,+60:27:36,+016:16:12,  130
 5550,BORLANGE_AUT                            ,SE  ,+60:28:48,+015:25:48,  140
 5551,DOMNARVET                               ,SE  ,+60:30:00,+015:27:00,  128
 5552,GRUNDKALLEN                             ,SE  ,+60:30:00,+018:52:12,   23
 5553,BORLANGE                                ,SE  ,+60:30:00,+015:27:36,  145
 5554,MOCKFJARD                               ,SE  ,+60:30:36,+014:57:36,  190
 5555,ORSKAR_A                                ,SE  ,+60:31:48,+018:22:48,    8
 5556,VASSBO                                  ,SE  ,+60:31:48,+015:31:48,  120
 5557,FAGERVIKEN                              ,SE  ,+60:32:24,+017:45:00,    5
 5558,HAMMARBY                                ,SE  ,+60:33:00,+016:34:47,   70
 5559,GRADA_KRAFTVERK                         ,SE  ,+60:36:00,+015:00:36,  155
 5560,SANDVIKEN                               ,SE  ,+60:37:12,+016:46:48,   65
 5561,BRATTMON_V                              ,SE  ,+60:38:24,+012:52:48,  525
 5562,FLATEN                                  ,SE  ,+60:39:00,+014:25:48,  296
 5563,GAVLE                                   ,SE  ,+60:39:00,+017:10:12,   16
 5564,MALUNG_A                                ,SE  ,+60:40:48,+013:42:36,  306
 5565,SAGMYRA 1                               ,SE  ,+60:42:00,+015:19:48,  257
 5566,GAVLE_A                                 ,SE  ,+60:43:12,+017:09:36,   16
 5567,LEKSAND                                 ,SE  ,+60:43:48,+015:01:12,  175
 5568,EGGEGRUND                               ,SE  ,+60:43:48,+017:34:12,    5
 5569,UTVALNAS                                ,SE  ,+60:45:00,+017:21:00,    5
 5570,VINTJARN                                ,SE  ,+60:49:48,+016:03:35,  348
 5571,VASTRA_BANKEN                           ,SE  ,+60:52:48,+017:55:48,   25
 5572,SILJANSFORS                             ,SE  ,+60:52:48,+014:22:48,  260
 5573,HOLJES                                  ,SE  ,+60:54:36,+012:34:48,  230
 5574,BACKA                                   ,SE  ,+60:55:12,+015:06:36,  230
 5575,MORA_A                                  ,SE  ,+60:57:36,+014:30:36,  196
 5576,AMOTSBRUK                               ,SE  ,+60:57:36,+016:27:36,  145
 5577,KNAS                                    ,SE  ,+60:58:12,+013:54:00,  280
 5579,SVABENSVERK                             ,SE  ,+61:02:24,+015:47:24,  240
 5580,DALSTUGA                                ,SE  ,+61:04:12,+015:42:00,  240
 5581,SALEN-HOGFJALLET_V                      ,SE  ,+61:05:24,+013:13:48,  725
 5582,RORBACKSNAS                             ,SE  ,+61:07:48,+012:49:12,  465
 5583,STORFJALLET-SALEN                       ,SE  ,+61:10:12,+013:07:12,  830
 5584,STORJUNGFRUN                            ,SE  ,+61:10:12,+017:19:47,   10
 5585,SALEN                                   ,SE  ,+61:10:12,+013:15:36,  360
 5586,TANDADALEN                              ,SE  ,+61:10:48,+013:01:12,  830
 5587,ALVDALEN_A                              ,SE  ,+61:15:00,+014:02:24,  252
 5588,ALVDALEN_11                             ,SE  ,+61:15:36,+014:02:24,  250
 5589,SODERHAMN                               ,SE  ,+61:16:12,+017:06:00,   10
 5590,GRUNDFORSEN                             ,SE  ,+61:16:48,+012:51:36,  412
 5591,EDSBYN_A                                ,SE  ,+61:21:36,+015:43:12,  184
 5592,EDSBYN                                  ,SE  ,+61:22:48,+015:50:24,  177
 5593,ROSTEBO                                 ,SE  ,+61:23:24,+016:25:48,  115
 5594,DONJE                                   ,SE  ,+61:24:00,+016:25:12,  115
 5595,KVARNBERG                               ,SE  ,+61:26:24,+014:52:12,  434
 5596,NOPPIKOSKI                              ,SE  ,+61:30:00,+014:51:00,  340
 5597,KRACKELBACKEN                           ,SE  ,+61:33:00,+014:12:00,  670
 5598,AGO                                     ,SE  ,+61:33:00,+017:28:11,   20
 5599,ULVSJO                                  ,SE  ,+61:36:00,+014:10:48,  585
 5600,HOLICK                                  ,SE  ,+61:37:12,+017:26:24,    8
 5601,HAMRA                                   ,SE  ,+61:39:36,+014:59:24,  454
 5602,HAMRA_A                                 ,SE  ,+61:39:36,+014:59:24,  454
 5603,SARNA                                   ,SE  ,+61:42:36,+013:07:48,  425
 5604,SARNA_A                                 ,SE  ,+61:41:24,+013:11:24,  425
 5605,KUGGOREN                                ,SE  ,+61:42:00,+017:31:12,    8
 5606,JARVSO                                  ,SE  ,+61:42:36,+016:10:48,  115
 5607,HUDIKSVALL                              ,SE  ,+61:43:48,+017:06:00,   10
 5608,DELSBO                                  ,SE  ,+61:47:24,+016:33:00,   70
 5609,DELSBO_A                                ,SE  ,+61:49:48,+016:32:24,   70
 5610,LJUSDAL                                 ,SE  ,+61:49:48,+016:07:48,  140
 5611,IDRE-STORBO_V                           ,SE  ,+61:52:12,+012:18:00,  660
 5612,BJURAKER                                ,SE  ,+61:51:00,+016:34:47,   70
 5613,FLOTNINGEN                              ,SE  ,+61:51:00,+012:16:12,  670
 5614,LILLHARDAL                              ,SE  ,+61:51:00,+014:05:24,  440
 5615,IDRE_FJALL_A                            ,SE  ,+61:53:24,+012:51:36,  869
 5616,GRAN                                    ,SE  ,+62:01:12,+017:37:48,   20
 5617,FINNEBY                                 ,SE  ,+62:02:24,+015:28:12,  259
 5618,SVEG_A                                  ,SE  ,+62:03:00,+014:24:36,  362
 5619,DRAVAGEN_A                              ,SE  ,+62:05:24,+013:36:36,  566
 5620,GROVELSJON                              ,SE  ,+62:06:00,+012:19:12,  815
 5621,LOFSDALEN                               ,SE  ,+62:06:36,+013:16:48,  610
 5622,BRAMO                                   ,SE  ,+62:07:48,+017:27:00,   17
 5623,YTTERHOGDAL                             ,SE  ,+62:10:48,+014:57:00,  260
 5624,BRAMON                                  ,SE  ,+62:13:12,+017:44:23,   17
 5625,LORUDDEN                                ,SE  ,+62:13:48,+017:39:36,   17
 5626,NORRBERG-NORRHOG_V                      ,SE  ,+62:16:48,+015:40:12,  320
 5627,SIDSJO                                  ,SE  ,+62:22:48,+017:17:24,   60
 5628,SUNDSVALL                               ,SE  ,+62:24:36,+017:16:12,   35
